TaxonName,X1_1_ActivityCycle,X5_1_AdultBodyMass_g,X8_1_AdultForearmLen_mm,X13_1_AdultHeadBodyLen_mm,X2_1_AgeatEyeOpening_d,X3_1_AgeatFirstBirth_d,X18_1_BasalMetRate_mLO2hr,X5_2_BasalMetRateMass_g,X6_1_DietBreadth,X7_1_DispersalAge_d,X9_1_GestationLen_d,X12_1_HabitatBreadth,X22_1_HomeRange_km2,X22_2_HomeRange_Indiv_km2,X14_1_InterbirthInterval_d,X15_1_LitterSize,X16_1_LittersPerYear,X17_1_MaxLongevity_m,X5_3_NeonateBodyMass_g,X13_2_NeonateHeadBodyLen_mm,X10_1_PopulationGrpSize,X23_1_SexualMaturityAge_d,X10_2_SocialGrpSize,X24_1_TeatNumber,X12_2_Terrestriality,X6_2_TrophicLevel,X25_1_WeaningAge_d,X5_4_WeaningBodyMass_g,X13_3_WeaningHeadBodyLen_mm,XHYP_JTE
Notiosorex villai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Condylura cristata,2,3.874321138,NA,4.750568389,NA,NA,NA,NA,2,NA,3.688879454,3,NA,NA,NA,1.684545385,0,3.583518938,0.405465108,NA,0.636761422,2.391140707,NA,2.079441542,1,3,2.751899514,NA,NA,NA
Parascalops breweri,2,3.933980173,NA,4.84458071,NA,NA,NA,NA,3,NA,3.568405301,2,NA,NA,NA,1.501852702,0,4.094344562,1.900613874,NA,0,2.398213737,NA,2.079441542,1,2,3.115496461,NA,NA,NA
Scalopus aquaticus,2,4.467630772,NA,4.829992328,NA,NA,NA,NA,4,NA,3.737431495,2,NA,NA,NA,1.358409158,0,4.309455942,1.677096561,NA,0,2.411887319,NA,1.791759469,1,2,3.113434583,NA,NA,NA
Scapanus latimanus,2,4.134526352,NA,4.958007777,NA,NA,4.334017415,4.110873864,1,NA,3.688879454,1,NA,NA,NA,1.249901736,0,3.583518938,NA,NA,0,NA,NA,NA,1,3,NA,NA,NA,NA
Scapanus orarius,2,4.129228964,NA,4.815755208,NA,NA,4.159976236,4.11414719,3,NA,3.688879454,2,NA,NA,NA,1.17557333,0,3.583518938,NA,NA,0,2.406627183,NA,NA,1,2,NA,NA,NA,NA
Scapanus townsendii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurotrichus gibbsii,2,2.257587727,NA,4.366405254,NA,NA,NA,NA,4,NA,3.057297629,2,NA,NA,NA,1.095273387,0,NA,-0.510825624,3.151025158,0.832554611,NA,NA,NA,1,2,NA,NA,NA,NA
Leopardus pardalis,2,9.382611593,NA,6.612484485,2.299580584,NA,8.211428611,9.382611593,1,6.631988602,4.406597289,1,1.274876959,1.297184788,18.99736824,0.506817602,0,5.495527536,5.521460918,NA,NA,2.553446846,NA,NA,1,3,4.73530082,NA,NA,NA
Leopardus tigrinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leopardus wiedii,2,8.09279294,NA,6.394276138,2.602689685,NA,6.822850772,8.096107718,1,NA,4.409155302,2,1.464500259,1.442459969,NA,0.405465108,NA,5.480638923,5.058917393,NA,NA,2.63793755,NA,NA,2,3,4.537141168,NA,NA,NA
Lynx canadensis,1,9.17810846,NA,6.554360663,2.63905733,NA,NA,NA,1,NA,4.135166557,1,1.849594553,1.868187247,19.10497317,1.004301609,NA,5.771441123,5.318119994,NA,NA,2.551783049,NA,NA,1,3,4.81108549,NA,NA,NA
Lynx rufus,2,8.760056229,NA,6.536416197,2.079441542,6.305362462,7.888034381,8.732304571,1,5.899897354,4.094177882,1,1.854836406,1.872794056,19.10497317,1.01523068,NA,5.96100534,5.703782475,NA,NA,2.550415155,NA,NA,1,3,3.914650136,NA,NA,NA
Puma concolor,2,10.89588896,NA,7.241602645,2.079441542,6.435412917,9.495579463,10.85514543,1,6.040230901,4.525044142,1,2.206057102,2.221156961,24.03975873,1.01523068,-0.287682072,5.480638923,6.015840036,NA,NA,2.634725759,0,NA,1,3,3.645813678,8.16051539,NA,NA
Puma yagouaroundi,2,8.835646923,NA,6.553007049,NA,NA,NA,NA,3,NA,4.317621438,1,1.989460213,1.973337954,13.50925609,0.916290732,0.693147181,4.850701256,NA,NA,NA,2.63793755,NA,NA,1,2,NA,NA,NA,NA
Panthera onca,2,11.33789447,NA,7.194151525,2.079441542,NA,9.671618545,11.36442546,1,6.459513142,4.629765233,1,1.990418322,2.014110894,19.10497317,0.672944473,NA,5.620400866,6.706006225,NA,0,2.660223476,NA,NA,1,3,5.390105337,NA,NA,NA
Vulpes macrotis,NA,8.411826009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.446327785,1.459253739,NA,1.504077397,NA,5.480638923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulpes velox,1,7.643961949,NA,6.222159515,2.525728644,NA,7.015891938,7.643961949,1,5.010635294,3.983413002,1,1.234455355,1.304264199,19.10497317,1.446918983,NA,5.480638923,3.687378328,NA,NA,2.480594591,NA,1.791759469,1,3,3.61087248,NA,NA,NA
Vulpes vulpes,1,8.480603893,NA,6.44113791,2.63977136,NA,7.674524599,8.318742253,1,5.416100402,3.96081317,1,1.119268944,1.120542742,19.10497317,1.523880024,NA,5.192956851,4.61005822,NA,NA,2.402427765,NA,2.079441542,1,3,3.701387354,7.304838692,5.703782475,NA
Canis latrans,2,9.391753183,NA,6.771236572,2.479894108,5.899897354,8.215817792,9.254357257,1,5.541263545,4.122932019,1,1.714089601,1.729514995,19.10497317,1.743968805,NA,5.568344504,5.298367365,NA,NA,2.43337426,NA,2.079441542,1,3,3.522575164,NA,NA,NA
Canis lupus,2,10.36585271,NA,6.961296046,2.63977136,6.305362462,9.328496671,10.40728856,1,5.192956851,4.151039906,1,2.252620348,1.940159481,19.10497317,1.605429891,0.693147181,5.869296913,6.021775494,NA,NA,2.553657357,NA,2.197224577,1,3,3.552144443,NA,NA,NA
Speothos venaticus,3,8.752192584,NA,6.437319556,2.63905733,NA,NA,NA,1,NA,4.216267166,1,NA,NA,15.74611063,1.335001067,NA,4.820281566,5.059425458,NA,NA,2.417264473,NA,2.079441542,1,3,5.030480477,NA,NA,NA
Urocyon cinereoargenteus,2,8.251588282,NA,6.399758982,2.277267285,NA,NA,NA,6,5.347107531,4.118711919,1,0.777377622,0.814056493,19.10497317,1.311031877,NA,5.192956851,4.641309233,NA,NA,2.420764802,NA,1.791759469,1,2,3.995620206,NA,NA,NA
Mustela erminea,2,5.650733254,NA,5.373656723,3.55820113,NA,NA,NA,1,4.65396035,4.194943761,1,NA,NA,19.10497317,1.908059925,NA,4.445353485,0.810930216,NA,NA,2.129217407,NA,2.302585093,1,3,3.934990843,3.227637331,NA,NA
Mustela frenata,2,5.247181954,NA,5.4350748,3.579901292,NA,5.329816034,5.319981006,1,4.430816799,3.198673118,2,NA,NA,19.10497317,1.871802177,NA,4.445353485,1.128171091,NA,NA,2.302555413,NA,2.079441542,2,3,3.246900398,3.354105774,NA,NA
Mustela nigripes,1,6.810252698,NA,5.981262685,3.555348061,NA,NA,NA,1,4.787491743,3.761200116,1,NA,0,19.10497317,1.211940974,NA,4.9698133,2.000127735,NA,NA,2.432451812,NA,NA,1,3,3.907458879,NA,NA,NA
Mustela nivalis,2,4.362461479,NA,5.237398952,3.370050653,NA,5.321056854,4.336767728,1,4.905200702,3.59703825,1,NA,NA,16.54539211,1.623340818,0,4.787491743,0.693147181,3.911822985,NA,2.266217027,NA,NA,1,3,3.324398293,3.820565395,NA,NA
Eira barbara,2,8.327240189,NA,6.417777488,3.725693427,NA,7.445300727,8.327242607,2,NA,4.200804473,2,1.560004281,1.539559593,NA,0.760805829,NA,5.375278408,4.418840608,NA,NA,2.57708711,NA,NA,2,2,4.554240703,7.41196104,NA,NA
Galictis vittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulo gulo,1,9.456614341,NA,6.649114075,3.330059354,NA,8.498377277,9.358760377,1,6.459888805,5.085928278,1,2.416302404,2.428167901,28.65745976,1.043804052,-0.693147181,5.375278408,4.454579827,5.05815481,0,2.574652348,NA,NA,1,3,4.373253725,NA,NA,NA
Martes americana,2,6.772725622,NA,5.943743811,3.610106773,5.899897354,6.371355404,6.785587645,1,NA,3.318902139,1,1.139062398,1.167706031,19.10497317,0.955511445,NA,5.429345629,3.443618098,NA,NA,2.474477906,NA,1.386294361,1,3,3.576023799,5.957856056,NA,NA
Martes pennanti,2,8.229511119,NA,6.61941966,3.970291914,6.593044534,NA,NA,1,5.010635294,3.442978916,1,1.643377573,1.664357411,19.10497317,1.105256831,NA,4.802051894,3.366260812,NA,NA,2.454685199,NA,1.386294361,1,3,4.249896191,NA,NA,NA
Neovison vison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taxidea taxus,1,8.96726831,NA,6.324986006,3.555348061,NA,7.599901959,8.783396232,1,5.899897354,3.779633817,1,1.111517643,1.112822641,19.10497317,1.01523068,NA,5.743003188,4.537854479,NA,NA,2.428970431,NA,2.079441542,1,3,3.475750748,NA,NA,NA
Lontra canadensis,2,8.998065047,NA,6.526641262,3.50013733,6.593044534,NA,NA,1,5.416100402,4.06731589,2,1.628444817,1.682339988,19.10497317,0.982078472,NA,5.703782475,4.912213612,NA,NA,2.567689786,NA,1.386294361,1,3,4.955064028,NA,NA,NA
Lontra longicaudis,2,8.78797882,NA,6.397012985,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,1.305626458,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
Ursus americanus,3,11.6127708,NA,7.230469014,3.659965444,7.494218847,10.10091937,11.6127708,1,6.180016654,5.365742343,1,1.855268007,1.878408164,28.65745976,0.871293366,NA,5.950642553,5.683545753,NA,NA,2.697823067,NA,NA,1,1,5.517738869,NA,NA,NA
Ursus arctos,2,12.18733825,NA,7.302543592,3.460095023,7.286191715,9.94225624,11.99799626,6,6.816177126,5.42741394,1,2.395658948,2.410519016,30.20761493,0.806475866,NA,6.396929655,6.214588098,NA,NA,2.681677027,NA,NA,1,2,5.67223597,10.16585182,NA,NA
Conepatus leuconotus,1,8.099830588,NA,6.043606232,3.218875825,NA,NA,NA,1,NA,4.108083088,1,NA,NA,13.50925609,1.280933845,0.693147181,4.430816799,NA,NA,NA,2.41468606,NA,1.791759469,1,3,3.571587041,NA,NA,NA
Conepatus semistriatus,1,7.599571574,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,1.249901736,NA,NA,NA,NA,NA,NA,NA,1.791759469,1,2,NA,NA,NA,NA
Mephitis macroura,2,7.001027019,NA,5.727010601,NA,NA,NA,NA,1,NA,4.063885355,1,NA,NA,NA,1.54329811,NA,NA,NA,NA,NA,NA,NA,2.48490665,1,3,NA,NA,NA,NA
Mephitis mephitis,1,7.78321985,NA,5.990338914,3.090132949,NA,6.458965046,7.783224016,6,4.430816799,4.147727339,1,0.91736971,0.882793791,19.10497317,1.740466175,0.693147181,5.043425117,3.502248626,NA,NA,2.423349893,NA,2.48490665,1,2,3.806406552,NA,NA,NA
Spilogale gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spilogale putorius,1,6.339459428,NA,5.702081028,3.403527997,NA,5.564520407,6.309918278,6,NA,3.496204485,1,NA,NA,15.59903843,1.623340818,NA,4.787491743,2.508785924,NA,NA,2.298477901,NA,2.079441542,1,2,3.818561084,NA,NA,NA
Spilogale pygmaea,2,5.899897354,NA,NA,3.33220451,NA,NA,NA,6,NA,3.854817532,1,NA,NA,NA,1.386294361,NA,NA,1.931521412,4.142975984,NA,NA,NA,2.079441542,1,2,NA,NA,NA,NA
Bassaricyon gabbii,1,7.13089883,NA,6.019249933,2.917770732,NA,NA,NA,6,NA,4.339249605,2,NA,NA,NA,0,NA,5.703782475,4.007151351,NA,NA,2.531572283,NA,NA,2,2,4.472923831,NA,NA,NA
Bassaricyon lasius,1,7.090076836,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Bassariscus astutus,1,6.918071879,NA,5.825941109,3.50013733,5.899897354,NA,NA,6,5.192956851,3.993234261,1,NA,NA,19.10497317,1.098612289,0,5.288267031,3.322875415,NA,NA,2.372321404,NA,1.386294361,1,2,3.776026357,5.555669089,NA,NA
Bassariscus sumichrasti,1,6.809039306,NA,6.04909646,NA,NA,6.105239561,6.809039306,6,NA,NA,1,NA,NA,NA,0.693147181,NA,5.620400866,NA,NA,NA,2.595296942,NA,1.386294361,1,2,4.923089693,NA,NA,NA
Nasua narica,2,8.429111424,NA,6.30915435,1.609437912,NA,7.743182967,8.402904045,6,5.899897354,4.341465023,1,NA,NA,19.10497317,1.386294361,NA,5.356586275,4.941642423,NA,NA,2.629972369,NA,NA,1,2,5.099730859,NA,NA,NA
Potos flavus,1,7.800494847,NA,6.233508358,2.830267834,NA,6.594864794,7.676705423,4,5.075173815,4.76046307,2,NA,NA,19.10497317,0.104360015,0,5.85220248,5.146563811,5.209650074,NA,2.599054028,0,0.693147181,2,2,4.778754483,NA,NA,NA
Procyon cancrivorus,1,8.843863258,NA,6.401684997,3.044522438,NA,7.930134262,8.846496939,6,5.899897354,4.239166147,2,NA,NA,NA,0.963174318,NA,5.123963979,4.248495242,NA,NA,2.539269986,NA,NA,2,2,4.81108549,NA,NA,NA
Procyon lotor,2,8.759938566,NA,6.183488879,3.040227513,NA,7.647991177,8.611932299,6,5.760446322,4.17438727,2,1.237091227,1.260648724,19.10497317,1.118414916,0,5.529429088,4.412313327,NA,NA,2.515992824,NA,1.791759469,2,2,4.705079765,6.998911388,NA,NA
Tapirus bairdii,2,12.59059327,NA,7.696208094,NA,NA,NA,NA,4,NA,5.982020088,1,0.373847485,NA,NA,0,NA,NA,NA,NA,NA,2.562406432,0,NA,1,1,7.133033925,12.05445875,NA,1
Pecari tajacu,2,9.958624202,4.560068212,6.790479615,NA,5.857933154,NA,NA,5,NA,4.975905814,1,0.561079976,0.773845269,12.4498996,0.444685821,0.693147181,5.691709893,6.427345695,NA,1.566941665,2.398901632,2.995732274,2.079441542,1,1,3.615213396,8.470822498,NA,1
Tayassu pecari,2,10.36718069,4.779123493,7.012115294,NA,NA,NA,NA,6,NA,5.062595033,1,1.926873138,1.538951862,NA,0.693147181,NA,5.529429088,6.907755279,5.910769543,2.151711597,2.555178462,NA,1.386294361,1,2,2.389304256,NA,NA,1
Bison bison,2,13.3448299,NA,7.954807571,NA,6.998509642,NA,NA,2,NA,5.646047424,2,1.964283899,2.045788631,19.97498436,-0.020202707,0,5.981414211,9.903487553,NA,2.628260885,2.612718074,3.401197382,NA,1,1,6.598652924,11.96718074,NA,3
Oreamnos americanus,2,11.18588422,NA,7.168063585,NA,6.998509642,9.026417534,10.37349118,2,NA,5.19982212,1,1.702871658,1.683913157,19.10497317,0.336472237,NA,5.438253207,8.032947828,NA,NA,2.621393359,1.098612289,1.386294361,1,1,4.3944144,NA,NA,3
Ovibos moschatus,NA,12.65235975,NA,NA,NA,7.152660322,NA,NA,2,NA,5.546192554,1,NA,NA,23.39871791,0.009950331,NA,5.66296048,9.253792505,NA,NA,2.672272299,2.525728644,1.386294361,1,1,6.337012328,11.0424001,NA,3
Ovis canadensis,2,11.22049748,NA,7.355960541,NA,5.708770016,10.00333289,11.08214255,2,NA,5.178914269,1,1.715014894,1.664357411,19.10497317,0.148420005,NA,5.66296048,8.322600653,NA,1.305660022,2.575841963,NA,0.693147181,1,1,5.076167155,10.06184509,NA,3
Ovis dalli,NA,11.15901954,NA,7.254898944,NA,6.593044534,NA,NA,2,NA,5.150339264,1,1.522325098,1.632739524,19.10497317,0.198850859,NA,5.257495372,8.16051539,NA,NA,2.572527455,2.251291799,0.693147181,1,1,4.955064028,NA,NA,3
Mazama pandora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odocoileus hemionus,NA,11.34522372,NA,7.324160327,NA,6.305362462,NA,NA,2,NA,5.315616864,1,0.835544566,1.023386044,19.10497317,0.476234179,NA,5.575949103,8.008861123,NA,NA,2.503483219,NA,NA,1,1,4.188669385,10.08163374,NA,1
Odocoileus virginianus,2,11.23718909,NA,7.322305657,NA,6.137727054,NA,NA,4,NA,5.305243327,1,0.829538811,0.910248218,17.44018349,0.451075619,NA,5.620400866,7.989557059,NA,NA,2.428970431,0.810930216,1.386294361,1,1,4.307432611,10.30847922,NA,1
Rangifer tarandus,NA,11.59991934,NA,7.707220017,NA,NA,NA,NA,3,NA,5.404927102,NA,2.815500477,2.80414415,19.10497317,0.693147181,NA,5.490589254,8.610796461,NA,3.393070212,2.575193123,NA,NA,NA,1,5.153505641,10.12290818,NA,1
Cervus elaphus,2,12.39200019,NA,7.667027222,NA,6.901445414,NA,NA,5,NA,5.462177896,1,2.016843647,2.000967931,NA,0.086177696,NA,5.773308537,9.018673685,NA,NA,2.547960648,2.862200881,NA,1,1,4.712296156,10.6914266,NA,2
Antilocapra americana,NA,10.7674318,NA,7.177782416,NA,5.899897354,9.100525506,10.37349118,2,NA,5.513388423,1,1.444185615,1.501480842,19.10497317,0.657520003,0,4.9698133,8.147490902,NA,2.628260885,2.506325685,2.48490665,NA,1,1,4.440196404,9.175955945,NA,3
Alouatta macconnelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamias canipes,NA,4.251348311,NA,4.878246106,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,1.355835154,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
Chaetodipus dalquesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cratogeomys goldmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cratogeomys fumosus,NA,5.010635294,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
Orthogeomys cavator,NA,6.476972363,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
Dicrostonyx nelsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrostonyx nunatakensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrostonyx unalascensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.044522438,NA,NA,NA,4.472135955,1.026041596,NA,NA,1.613429934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus hylocetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon hirsutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon toltecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,NA,2.960105096,NA,NA,NA,4.938064601,4.038831852,3.575150689,1,NA,2.975529566,2,NA,NA,NA,1.711994501,1.504077397,4.276666119,0.058268908,3.090587805,NA,2.042037157,NA,2.302585093,2,3,2.780648883,2.302585093,NA,NA
Dasyprocta coibae,3,NA,NA,NA,0,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.192494102,NA,NA,NA
Dasyprocta cristata,3,7.88232624,NA,NA,0,NA,NA,NA,3,NA,NA,1,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.192494102,NA,NA,NA
Diplomys labilis,1,5.642509726,NA,NA,NA,NA,NA,NA,2,NA,4.020339149,2,NA,NA,NA,0.165514438,NA,NA,4.085976313,NA,NA,NA,0,NA,2,1,NA,NA,NA,NA
Hoplomys gymnurus,1,5.639848215,NA,NA,0,NA,NA,NA,2,NA,4.094177882,2,NA,NA,NA,0.741937345,NA,NA,3.194173212,NA,NA,NA,0,NA,1,1,2.753659041,NA,NA,NA
Proechimys semispinosus,1,5.867374162,NA,5.4350748,0,NA,5.748564617,6.210600077,4,NA,4.184337601,1,NA,NA,NA,1.043804052,1.54329811,3.433987204,3.266522478,NA,NA,2.175027588,0,NA,1,2,3.453815005,NA,NA,NA
Lepus europaeus,2,8.24707071,NA,6.265301213,0,NA,NA,NA,NA,NA,3.737431495,NA,NA,NA,NA,0.760805829,1.481604541,4.9698133,4.812184355,NA,NA,2.313357114,NA,NA,NA,NA,NA,NA,NA,NA
Sylvilagus cognatus,NA,NA,NA,5.955811462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvilagus obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis griseoventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis orophila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis tropicalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notiosorex cockrumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex maritimensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex orizabae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex veraecrucis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex yukonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ursus maritimus,3,12.82585312,NA,7.597170504,3.529883723,7.509335266,10.69977779,12.80765263,3,6.710510929,4.169142772,1,3.354857304,3.365483832,28.83868929,0.506817602,NA,6.127742165,6.507993874,NA,0,2.742823627,NA,1.386294361,1,2,5.89799798,9.047821442,NA,NA
Enhydra lutris,3,10.21869602,NA,7.269414779,0,NA,9.39764947,9.798127037,6,5.204006687,5.472270674,1,1.110207305,1.135443811,19.10497317,-0.040821995,NA,5.886104031,7.546641608,NA,NA,2.632458853,NA,0.693147181,NA,2,5.635530889,9.426644588,NA,NA
Spilogale angustifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alces americanus,NA,13.20202447,NA,7.648339327,NA,NA,NA,NA,2,NA,5.501258211,NA,NA,NA,NA,0,NA,5.703782475,9.510444964,NA,NA,2.539269986,NA,NA,NA,1,5.67223597,NA,NA,NA
Mazama temama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
