GlobalID,X1_1_ActivityCycle,X5_1_AdultBodyMass_g,X8_1_AdultForearmLen_mm,X13_1_AdultHeadBodyLen_mm,X2_1_AgeatEyeOpening_d,X3_1_AgeatFirstBirth_d,X18_1_BasalMetRate_mLO2hr,X5_2_BasalMetRateMass_g,X6_1_DietBreadth,X7_1_DispersalAge_d,X9_1_GestationLen_d,X12_1_HabitatBreadth,X22_1_HomeRange_km2,X22_2_HomeRange_Indiv_km2,X14_1_InterbirthInterval_d,X15_1_LitterSize,X16_1_LittersPerYear,X17_1_MaxLongevity_m,X5_3_NeonateBodyMass_g,X13_2_NeonateHeadBodyLen_mm,X10_1_PopulationGrpSize,X23_1_SexualMaturityAge_d,X10_2_SocialGrpSize,X24_1_TeatNumber,X12_2_Terrestriality,X6_2_TrophicLevel,X25_1_WeaningAge_d,X5_4_WeaningBodyMass_g,X13_3_WeaningHeadBodyLen_mm,XHYP_JTE
103235,1.683670715,5.029040306,4.678021056,5.254869096,2.549233631,5.704285678,5.326037978,5.450099555,3.031046081,5.451975784,3.706040457,1.662684812,1.481244169,1.472682434,13.13899453,1.160579216,0.580113053,4.493493221,2.507277239,4.035502565,0.794766806,2.312289442,0.425909193,1.870063556,1.351444892,1.662529432,3.59199789,4.649237815,5.21435933,1.567484663
103237,1.727280521,5.073651956,4.659638794,5.274075171,2.48722873,5.691223797,5.393387026,5.547199317,3.032634628,5.495500748,3.708768106,1.667343486,1.481987853,1.448371544,13.47567589,1.171130393,0.574174599,4.509893471,2.548550171,4.037458676,0.768742997,2.316803418,0.492765326,1.878679351,1.341148488,1.66896728,3.59979347,4.615776663,5.254377841,1.720149254
103239,1.72357513,5.048640689,4.619810561,5.25637527,2.520643894,5.650991699,5.32970696,5.46625018,3.0604811,5.458496928,3.711684617,1.683096206,1.527914086,1.501875032,13.38181024,1.158677354,0.553402258,4.539320302,2.557090981,4.028964101,0.798265522,2.318799543,0.454508152,1.845960428,1.344862665,1.650085911,3.582091042,4.600637198,5.250777023,1.803846154
103247,1.744743192,5.112273222,4.706105066,5.274399275,2.542199136,5.836819445,5.418539598,5.595724727,3.128656463,5.625441679,3.748893702,1.690414952,1.565577085,1.524757772,14.00121537,1.161857657,0.555014368,4.531536767,2.584911506,4.006460922,0.76417696,2.332146224,0.490740798,1.85788774,1.351613457,1.672108844,3.671872517,4.597230704,5.246075064,1.696969697
103249,1.691866528,5.072540501,4.587450122,5.263967157,2.574499873,5.649121821,5.373951806,5.540777985,3.042092706,5.463193957,3.715440196,1.673646578,1.512812367,1.495309118,12.53757467,1.164958368,0.585263363,4.467057118,2.585815362,4.088556465,0.716979279,2.316000526,0.448395826,1.853125266,1.330180641,1.672375596,3.542102432,4.538728751,5.208704821,1.639344262
103445,1.740985536,5.088308051,4.714695469,5.272240043,2.481360061,5.764111905,5.385710422,5.551170747,3.087721943,5.545764909,3.73310488,1.686895161,1.537566109,1.506110245,13.67981489,1.158178568,0.558047867,4.522934413,2.582208968,4.029342978,0.782657983,2.330090356,0.471653703,1.842135533,1.360769489,1.695025126,3.637484484,4.740408755,5.307097916,1.574712644
103447,1.725657895,4.997062642,4.644320243,5.221941901,2.573683813,5.634259041,5.263464525,5.356992046,3.102670723,5.542902535,3.701019996,1.689650538,1.585244618,1.556277918,13.26569517,1.170221926,0.563015417,4.488661516,2.470951667,3.963040181,0.774060689,2.318318481,0.484122934,1.887922738,1.375638441,1.679546991,3.605001548,4.534416198,5.290932756,1.511764706
103449,1.717439863,5.010347254,4.633086639,5.249064399,2.585607051,5.676377477,5.299152247,5.403735566,3.143593644,5.558486745,3.706038415,1.676595384,1.529204139,1.499334988,13.62247924,1.170660339,0.582435827,4.459013344,2.484461691,3.962938313,0.881669005,2.315976563,0.518081056,1.873075022,1.333248473,1.664891819,3.590285671,4.694583715,5.345570831,1.657657658
103451,1.704615385,4.994142727,4.657426115,5.235981226,2.557252173,5.669976387,5.221749406,5.287574257,3.085714286,5.486867046,3.662233898,1.692446043,1.542090321,1.515218683,13.42654126,1.186830627,0.570672364,4.456490237,2.400344105,3.986540371,0.81968055,2.303739241,0.400045498,1.859798096,1.357571086,1.682227891,3.547976406,4.565871196,5.298808355,1.626436782
103453,1.736025377,5.019275081,4.698418916,5.242234711,2.524110165,5.650087539,5.317091795,5.447931426,3.160054256,5.457944384,3.713458242,1.669212492,1.562506618,1.566374667,13.12678628,1.150346032,0.562878285,4.499293479,2.503835163,4.047896743,0.874004208,2.308507968,0.422728759,1.863719408,1.360064494,1.659799932,3.592512685,4.616038278,5.142569398,1.583333333
103455,1.726147099,4.997579165,4.714695469,5.248445916,2.546263398,5.626703706,5.324149217,5.438991515,3.074580818,5.574448218,3.68599615,1.667036663,1.527850414,1.514388289,13.20795708,1.181011577,0.563889526,4.479175369,2.506795495,4.085021794,0.792790827,2.32265865,0.489787949,1.865399577,1.339040404,1.670372233,3.595086511,4.615275297,5.334901672,1.579411765
103457,1.712685281,5.043504883,4.691501381,5.251749699,2.539465977,5.687083307,5.289976452,5.384231812,3.089194699,5.565264607,3.694746337,1.691556235,1.523978305,1.519424401,13.21547043,1.165784154,0.59574905,4.460841054,2.471919697,3.973529544,0.800674975,2.31597713,0.460687995,1.867858685,1.36377551,1.659531091,3.572479778,4.623881405,5.234117572,1.591240876
103459,1.717990569,5.021407635,4.679552911,5.258976217,2.547241866,5.725343377,5.36350543,5.481080022,3.100282486,5.536856056,3.67702118,1.664207938,1.586024258,1.56201055,13.61242641,1.175151225,0.553311854,4.468633961,2.393829189,3.871387096,0.782744931,2.316281676,0.502494998,1.873883467,1.335973249,1.681497175,3.621342257,4.654928098,5.174163086,1.613207547
103461,1.708507307,5.083027544,4.700889464,5.276376217,2.541238131,5.7765005,5.402315326,5.556835338,3.047219396,5.511903358,3.717886624,1.69179357,1.614202164,1.548689404,13.64986381,1.165776108,0.564578269,4.496660366,2.51647809,3.987250549,0.742717058,2.32595161,0.461754532,1.845863291,1.351522843,1.683452018,3.618296093,4.727646861,5.269508533,1.643552311
103463,1.708290334,5.059705713,4.678021056,5.2566037,2.590692666,5.680908404,5.325002779,5.457310808,3.132533197,5.550237329,3.708317218,1.693905346,1.597213204,1.562133736,13.17011279,1.151858566,0.559264072,4.488217835,2.515199296,3.967969149,0.79003851,2.319842091,0.461929792,1.887135375,1.337163773,1.677562138,3.566653282,4.655253536,5.187793807,1.691489362
103677,1.72192029,5.095630071,4.657426115,5.259398271,2.559961908,5.655406311,5.249792203,5.371387882,3.018518519,5.572723582,3.716942835,1.666315049,1.570091241,1.49984316,13.34501765,1.15922544,0.564895103,4.490196652,2.462782062,3.934929192,0.836602307,2.316024989,0.492339214,1.902270353,1.363748242,1.662610229,3.629423029,4.501638775,5.209890486,1.565217391
103681,1.68463094,5.076193982,4.669595853,5.270798488,2.604925874,5.737904801,5.355444656,5.509985853,3.073917422,5.577439676,3.7389727,1.660084175,1.557762367,1.486971996,13.70577733,1.148398626,0.56332437,4.497599337,2.602991443,4.009048414,0.878951277,2.324566355,0.511790263,1.851404231,1.344225589,1.691574354,3.627083041,4.656799762,5.335600978,1.643258427
103683,1.719610829,5.075442694,4.691501381,5.266381923,2.544787585,5.711478859,5.42436682,5.567373347,3.014429869,5.546810326,3.713509632,1.669363484,1.57787506,1.526116666,13.68306631,1.161705004,0.547940401,4.542101098,2.595012477,4.029378622,0.749740177,2.326443418,0.492135223,1.852781594,1.327470687,1.684510595,3.620849136,4.713724951,5.27850396,1.780120482
103685,1.758342023,5.054022362,4.687850459,5.270289683,2.539141814,5.638737536,5.351427165,5.489706616,3.074677529,5.532271465,3.703871393,1.672801636,1.558311488,1.54929217,13.43792776,1.171060825,0.557769686,4.460107455,2.550684721,4.059860254,0.878307073,2.315629977,0.479134846,1.864420674,1.347648262,1.679904956,3.589904768,4.624817036,5.251904827,1.775862069
103689,1.729909154,5.069036001,4.647690324,5.278136818,2.508598007,5.647458353,5.45047684,5.622673707,3.061904762,5.575707438,3.738234529,1.6649729,1.514405845,1.492436289,13.56874388,1.160680918,0.560405002,4.507379001,2.625131775,4.061188602,0.775535039,2.323143503,0.432574566,1.855103164,1.351559851,1.653061224,3.626525857,4.664625502,5.206165741,1.576388889
103691,1.708933471,5.00912754,4.627469837,5.232239428,2.508239435,5.627897092,5.225470395,5.330297432,3.144017094,5.509310168,3.710013741,1.706720978,1.555536349,1.558510028,13.23229156,1.151727775,0.558084431,4.505726628,2.454735191,3.983576149,0.773508556,2.310203067,0.438040064,1.874947537,1.33792517,1.702136752,3.5688796,4.575734096,5.217016403,1.577694236
103693,1.717255717,5.075952575,4.699467027,5.248410553,2.518267164,5.670102856,5.293824653,5.41263832,3.094789545,5.432012951,3.714199356,1.662618084,1.581109318,1.56646142,13.46362681,1.164721057,0.588881045,4.436434918,2.526927069,3.997402886,0.806200361,2.320580726,0.448660844,1.86403817,1.344635628,1.663526816,3.618815869,4.759294875,5.190143405,1.730263158
103695,1.660822249,5.087442479,4.691501381,5.273298942,2.568396189,5.680029123,5.427592915,5.667542939,3.022753792,5.480521318,3.715286847,1.679860303,1.413196173,1.413574607,13.25834575,1.162024363,0.613278495,4.476555332,2.560757264,3.959941769,0.763204484,2.31334382,0.399471096,1.853651222,1.339578454,1.691365228,3.578139449,4.572815716,5.381298516,1.591549296
103697,1.745110024,5.030756346,4.706105066,5.243538872,2.439883887,5.73175147,5.30073667,5.413028994,2.961764706,5.626608125,3.702227751,1.675438596,1.619996125,1.516876608,13.70101925,1.1546057,0.586414174,4.514429143,2.517230462,4.023599551,0.628217245,2.326654709,0.408942748,1.891910858,1.349178404,1.682352941,3.666092811,4.582566799,5.305941853,1.444444444
103699,1.679992893,5.042263172,4.639724678,5.258062041,2.591045707,5.631222129,5.367589646,5.520041289,3.014431538,5.575654878,3.689728719,1.680599094,1.55027263,1.539905525,13.78582725,1.182167989,0.578958788,4.466458907,2.484831816,3.970720101,0.840527813,2.318171813,0.427195361,1.879008665,1.361401674,1.679162267,3.57390801,4.631958469,5.173316835,1.720588235
103701,1.71761658,5.053607492,4.687850459,5.265988912,2.548618971,5.623989772,5.34304799,5.495388347,3.034017094,5.470383796,3.692754941,1.663432074,1.518407042,1.519733947,13.23556066,1.172071232,0.606023384,4.490529422,2.489901487,4.054505965,0.739071867,2.312742262,0.47546181,1.875689992,1.353271984,1.687094017,3.582367008,4.582869516,5.298728985,1.630597015
103703,1.719927536,4.96164495,4.696977763,5.228561469,2.535750209,5.738802474,5.347926539,5.476785274,3.082810321,5.462145639,3.670505562,1.710396909,1.619041864,1.55800233,13.26977148,1.160212586,0.574161161,4.413843475,2.414510555,3.991524528,0.725019638,2.311857694,0.411993022,1.856380612,1.373417722,1.677301255,3.537145212,4.490387029,5.190263358,1.621722846
103939,1.74025974,4.977682258,4.694871462,5.231557591,2.537139856,5.620770983,5.263079877,5.389704066,3.052521008,5.569364744,3.683157584,1.668264111,1.591484069,1.52702976,13.49376004,1.171357561,0.573564248,4.5375152,2.542855228,4.027897886,0.815891699,2.315039587,0.47358935,1.858224615,1.335110163,1.636204482,3.561377661,4.526432859,5.203376814,1.5
103941,1.730988529,5.063166249,4.652302015,5.258371327,2.593360967,5.69180969,5.361458169,5.511754406,3.110960509,5.621082545,3.717332768,1.697134622,1.554140605,1.531274593,13.49006061,1.174204115,0.5551745,4.498327874,2.533616404,4.002541732,0.779063815,2.327364899,0.492116247,1.868383625,1.342183791,1.677894913,3.607005667,4.726189298,5.369139869,1.56547619
103943,1.679086619,5.045797191,4.652302015,5.253598654,2.535446497,5.620989701,5.329051199,5.465447062,3.093968414,5.500207372,3.686119792,1.671169355,1.563744281,1.551375435,13.10548482,1.16403989,0.602073652,4.488054884,2.462557855,4.032951999,0.759213541,2.310058414,0.415786786,1.885782571,1.347832661,1.671572581,3.525217086,4.604930835,5.351799585,1.642058166
