GlobalID,X1_1_ActivityCycle,X5_1_AdultBodyMass_g,X8_1_AdultForearmLen_mm,X13_1_AdultHeadBodyLen_mm,X2_1_AgeatEyeOpening_d,X3_1_AgeatFirstBirth_d,X18_1_BasalMetRate_mLO2hr,X5_2_BasalMetRateMass_g,X6_1_DietBreadth,X7_1_DispersalAge_d,X9_1_GestationLen_d,X12_1_HabitatBreadth,X22_1_HomeRange_km2,X22_2_HomeRange_Indiv_km2,X14_1_InterbirthInterval_d,X15_1_LitterSize,X16_1_LittersPerYear,X17_1_MaxLongevity_m,X5_3_NeonateBodyMass_g,X13_2_NeonateHeadBodyLen_mm,X10_1_PopulationGrpSize,X23_1_SexualMaturityAge_d,X10_2_SocialGrpSize,X24_1_TeatNumber,X12_2_Terrestriality,X6_2_TrophicLevel,X25_1_WeaningAge_d,X5_4_WeaningBodyMass_g,X13_3_WeaningHeadBodyLen_mm,XHYP_JTE
103152,1.723220397,5.090979797,4.669595853,5.265332659,2.502374296,5.741594512,5.373606579,5.528478023,3.097789116,5.511528992,3.740199581,1.680782313,1.54347439,1.53910311,13.42612956,1.153207316,0.585912085,4.515401092,2.643258533,3.973081039,0.807043725,2.324585329,0.501284762,1.862175293,1.344313926,1.676870748,3.648948484,4.743647098,5.197871824,1.614864865
103677,1.72496345,5.094251988,4.706105066,5.252533472,2.520121423,5.703572892,5.425142303,5.605728562,3.142857143,5.632280764,3.70283563,1.682040531,1.559652571,1.525524351,13.37117535,1.163311593,0.569750321,4.517496953,2.569440669,3.991400206,0.89248693,2.319202749,0.451631258,1.854056902,1.334032879,1.668443497,3.617045032,4.570944814,5.320832774,1.680851064
103682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103692,1.6708981,5.08865063,4.678723156,5.269921657,2.529401609,5.647488489,5.325655327,5.441642684,3.078925059,5.506373712,3.704413409,1.673391216,1.51839115,1.496375546,13.08614735,1.164618806,0.592742039,4.5162531,2.464360197,3.937933073,0.869372864,2.312257214,0.477226168,1.86438011,1.347122915,1.6821804,3.615622347,4.661315402,5.447730515,1.658450704
103697,1.728937729,5.009607838,4.669595853,5.211314785,2.574785429,5.601911946,5.226100407,5.351176144,3.031213873,5.57124844,3.679007181,1.678654292,1.643456151,1.627583358,13.0254278,1.186803879,0.551007451,4.416892487,2.379121368,4.083346366,0.872546263,2.303346474,0.487314577,1.936955204,1.361046512,1.648554913,3.553828252,4.546073087,5.252159333,1.591549296
103702,1.734439834,4.992607059,4.679552911,5.2496591,2.587166469,5.705100761,5.285776361,5.380381808,3.114241803,5.512620632,3.710282816,1.691061071,1.577296428,1.568704897,13.59708157,1.15940676,0.572041588,4.522280541,2.54892215,4.057864037,0.931006621,2.314592235,0.521447013,1.855495936,1.333589219,1.645662568,3.612640186,4.605528575,5.305405046,1.58496732
104377,1.732356135,5.034615708,4.678021056,5.245925549,2.545837425,5.735597577,5.280343653,5.404455478,3.114561404,5.537095014,3.688907181,1.69412382,1.571713956,1.545124314,12.67780633,1.1680473,0.596883065,4.476868074,2.476460251,3.982750753,0.884649276,2.305960871,0.498214233,1.889861406,1.336315789,1.651403509,3.603799485,4.659062404,5.342711123,1.425925926
104382,1.679473866,5.057712189,4.614832032,5.23850111,2.496298897,5.693926125,5.262573603,5.37478806,3.073374191,5.505690279,3.710623651,1.685393258,1.547000806,1.519622306,13.40998222,1.150713233,0.568435027,4.490369506,2.54866942,3.935533759,0.771865011,2.306019837,0.462513039,1.845124668,1.353101568,1.666496425,3.582103313,4.665595794,5.247758903,1.650735294
104387,1.724645583,5.086242374,4.71653627,5.282412651,2.565142883,5.679027379,5.367554965,5.460075648,3.078535892,5.552584061,3.712667977,1.687187723,1.55201493,1.498780115,13.45070797,1.162260502,0.58873772,4.496802425,2.641006041,4.036505243,0.943931362,2.304954633,0.533724098,1.843066675,1.344039971,1.660447761,3.579170364,4.843251077,5.218466551,1.804878049
104392,1.665024631,5.019392077,4.71653627,5.267844286,2.589497323,5.692528949,5.279121332,5.379715252,3.140024038,5.614704754,3.696122609,1.683115339,1.637515197,1.588106906,13.81398453,1.176049934,0.547387024,4.535638818,2.45964937,4.119661866,0.781313006,2.317135688,0.43716283,1.853275391,1.359952324,1.690504808,3.617378106,4.49393801,5.342525712,1.516129032
104397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105232,1.697464503,5.095156395,4.66229401,5.268985415,2.524811801,5.740713752,5.38050758,5.536473023,3.046365788,5.499309251,3.728054847,1.669822088,1.529904035,1.494594253,13.60239889,1.156200394,0.556501271,4.529096994,2.62464777,4.043609703,0.874355767,2.320086699,0.480711296,1.863939855,1.333131923,1.667224476,3.591681709,4.802571053,5.331634643,1.544326241
105242,1.680968097,4.969042149,4.719381144,5.237715683,2.585500788,5.62030189,5.21614735,5.289105261,3.088435374,5.471520464,3.70157323,1.68820028,1.571520338,1.538881278,12.91871289,1.163615792,0.558556525,4.469065849,2.441674415,4.058757451,0.856160682,2.31610727,0.400666591,1.859010998,1.363652296,1.667561762,3.576029036,4.630958671,5.276104126,1.611111111
105247,1.744958482,5.120613703,4.724359673,5.275341663,2.48295437,5.714368452,5.355718548,5.441425941,3.06155633,5.587436827,3.720807143,1.671875,1.496420511,1.496658835,13.55731188,1.14458227,0.58240222,4.532914117,2.632260989,3.929624995,0.973506625,2.306364512,0.466555823,1.853263871,1.326566125,1.661440186,3.60940893,4.768726597,5.428595549,1.675324675
105252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105262,1.691419142,4.996855567,4.713406909,5.22102315,2.529474391,5.70119254,5.32960828,5.460294601,2.961606511,5.487323205,3.714550974,1.679104478,1.519966204,1.457583005,13.41174451,1.168299583,0.561162523,4.522762702,2.608611873,4.028981686,0.710191217,2.314000652,0.431379869,1.840132827,1.344895055,1.678697806,3.580387413,4.637215413,5.210687079,1.693693694
106214,1.721044625,4.99541341,4.665539273,5.238475688,2.568966648,5.57630973,5.220307963,5.31162895,3.070443102,5.526197685,3.693928455,1.682596315,1.494639369,1.470102678,13.169388,1.172067303,0.563424972,4.463244076,2.426006328,3.993897481,0.817139865,2.31055806,0.499395053,1.879904506,1.352847571,1.671584424,3.572344309,4.550505913,5.266592705,1.439655172
106254,1.714819427,5.022485354,4.685242658,5.272399097,2.626117693,5.787522987,5.347376964,5.525251599,3.008333333,5.468981203,3.719999646,1.674556213,1.471404069,1.417373936,13.97739091,1.176149242,0.551097872,4.553531481,2.588153582,3.977613203,0.873249425,2.332878044,0.504698381,1.875213709,1.34976247,1.695238095,3.657267818,4.652316966,5.281403915,1.675
106259,1.669512195,5.007625962,4.633086639,5.258579598,2.530806093,5.445712759,5.239471693,5.335726088,3.06678487,5.457540967,3.687935344,1.677844311,1.531069825,1.541843169,12.89397776,1.172384943,0.608739763,4.482754269,2.454254302,3.987767678,0.90092063,2.299160501,0.413771278,1.90293778,1.343373494,1.697990544,3.520653222,4.366102318,5.13672277,1.446153846
106264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106274,1.716838488,5.044967185,4.669595853,5.253123901,2.583931246,5.656224742,5.242802502,5.327860944,3.107813033,5.502098257,3.67742513,1.674854998,1.580910178,1.508932952,13.21546048,1.180688367,0.548021325,4.518951057,2.419666662,4.072487353,0.842409613,2.30831619,0.497380843,1.878325991,1.325486182,1.645854657,3.531053047,4.530522439,5.225147625,1.682926829
107369,1.72745098,5.052734938,4.702454145,5.250600104,2.530772708,5.708720813,5.353305446,5.466758431,3.097059812,5.588694737,3.700813344,1.665133131,1.59884128,1.543961153,13.50044232,1.158836072,0.591378421,4.497072908,2.505744704,4.041643952,0.738414559,2.314608347,0.456980484,1.861611555,1.337588652,1.667237903,3.571171141,4.709543752,5.239239525,1.542134831
107374,1.692975346,5.113150735,4.664380251,5.283486961,2.563636411,5.714815264,5.394835999,5.571914358,3.087677485,5.588584699,3.714313768,1.6942139,1.548785345,1.560338888,13.62921958,1.154806655,0.56959557,4.524766193,2.564560018,4.058557269,0.895184396,2.318480363,0.440547812,1.833329608,1.359760216,1.668678161,3.612993509,4.731354586,5.265402169,1.602209945
107379,1.718606613,5.083783524,4.709424085,5.284084963,2.561282428,5.727608365,5.340881713,5.462914329,3.113905724,5.512311991,3.723605161,1.649462907,1.545237033,1.50871872,13.87595931,1.150536677,0.558932514,4.507066497,2.65019378,4.116001488,0.839072362,2.328053765,0.548062398,1.864307634,1.347731855,1.656464646,3.607267381,4.805306254,5.165585588,1.635897436
107384,1.684106529,5.011286382,4.724359673,5.251870027,2.456839106,5.642154926,5.271507417,5.371046148,3.078732106,5.506710003,3.738499945,1.63925888,1.517437355,1.452702717,13.43005576,1.149393748,0.60198527,4.494019497,2.530229865,4.004733148,0.879332989,2.314528625,0.486962814,1.863700071,1.345641026,1.667774369,3.620444025,4.525407162,5.21080685,1.576642336
107394,1.734636164,5.036453255,4.68176559,5.260192518,2.548943107,5.692976632,5.326290268,5.470016434,3.054263788,5.511126517,3.750976862,1.65686639,1.507314727,1.478074539,13.80771508,1.149404759,0.562070847,4.497315506,2.623257346,4.061908193,0.773897065,2.321739138,0.461220279,1.869063343,1.34980695,1.661401878,3.654006616,4.706411647,5.271425693,1.569672131
