GlobalID,X1_1_ActivityCycle,X5_1_AdultBodyMass_g,X8_1_AdultForearmLen_mm,X13_1_AdultHeadBodyLen_mm,X2_1_AgeatEyeOpening_d,X3_1_AgeatFirstBirth_d,X18_1_BasalMetRate_mLO2hr,X5_2_BasalMetRateMass_g,X6_1_DietBreadth,X7_1_DispersalAge_d,X9_1_GestationLen_d,X12_1_HabitatBreadth,X22_1_HomeRange_km2,X22_2_HomeRange_Indiv_km2,X14_1_InterbirthInterval_d,X15_1_LitterSize,X16_1_LittersPerYear,X17_1_MaxLongevity_m,X5_3_NeonateBodyMass_g,X13_2_NeonateHeadBodyLen_mm,X10_1_PopulationGrpSize,X23_1_SexualMaturityAge_d,X10_2_SocialGrpSize,X24_1_TeatNumber,X12_2_Terrestriality,X6_2_TrophicLevel,X25_1_WeaningAge_d,X5_4_WeaningBodyMass_g,X13_3_WeaningHeadBodyLen_mm,XHYP_JTE
103562,1.707094365,5.017803808,4.603879268,5.245106541,2.548270807,5.654465667,5.299196518,5.421968978,3.069035533,5.569458972,3.695254345,1.697729566,1.5634978,1.53756422,13.32585403,1.168405108,0.559509082,4.475261561,2.484060669,3.964467672,0.77119913,2.317977402,0.424307456,1.857478153,1.348015473,1.685482234,3.582938354,4.551800062,5.211144831,1.661290323
103563,1.720751125,5.021242482,4.659638794,5.257150255,2.523585258,5.78807842,5.393267957,5.536846726,3.081547619,5.579408882,3.711828791,1.673411885,1.536956941,1.532758908,13.59865614,1.1676197,0.545954007,4.517869836,2.488896895,4.038272075,0.769571374,2.322124219,0.453361823,1.847549469,1.334187158,1.692431973,3.620895581,4.71134943,5.260201423,1.541666667
103564,1.723638571,5.112046647,4.669595853,5.284551379,2.48670133,5.654977641,5.382626452,5.530724715,3.040306122,5.578109899,3.736065285,1.692444219,1.493921818,1.467196419,13.79827288,1.157696459,0.537797022,4.509294562,2.54745088,4.015886563,0.795405709,2.324252736,0.49895442,1.844108162,1.334096304,1.667602041,3.619469018,4.683220105,5.276962543,1.560240964
103565,1.706008953,5.020118118,4.724359673,5.263701933,2.571738253,5.797432326,5.334623969,5.4876181,3.035921008,5.518413921,3.727985284,1.684456929,1.513149471,1.472946148,13.447073,1.173314676,0.549282508,4.499417843,2.478806538,3.972262594,0.804169993,2.323282478,0.486335973,1.864529815,1.352826013,1.69433095,3.62310421,4.545633298,5.260937151,1.575163399
103566,1.702035887,5.028576633,4.700889464,5.248531977,2.485545034,5.65236834,5.264860813,5.395017645,3.126759355,5.453936357,3.737182357,1.690122825,1.524086434,1.487386349,13.20208127,1.15557894,0.564390565,4.490552026,2.529314586,4.029642473,0.818086419,2.313341782,0.472225287,1.874570226,1.345555556,1.644009612,3.611911883,4.666155114,5.19801735,1.56993007
103568,1.708119219,5.066068937,4.647690324,5.269821115,2.525793138,5.686358545,5.278245241,5.374086729,3.086745138,5.523679788,3.717223975,1.688439208,1.532396516,1.502012767,13.22741363,1.151130459,0.580937272,4.526002372,2.56971985,3.981661664,0.847380173,2.310521326,0.480065655,1.851070784,1.353568989,1.688161037,3.599018731,4.659400274,5.279924075,1.61409396
103569,1.702059925,5.014690891,4.700889464,5.248662507,2.548680558,5.690889406,5.259356763,5.373619143,3.047091274,5.524567129,3.69547109,1.675293723,1.544288842,1.539608324,13.26564816,1.176153397,0.570903901,4.470397831,2.455121245,4.010579348,0.737726034,2.319733562,0.492190792,1.886366788,1.351191675,1.67484119,3.600653537,4.61058756,5.341186778,1.558823529
103570,1.700895876,5.024643765,4.702454145,5.252087996,2.567189534,5.65227505,5.370867473,5.493302016,3.10159129,5.520508292,3.704478927,1.678819793,1.590776275,1.531373754,13.78836173,1.154653804,0.554807864,4.507943341,2.456375773,4.027532127,0.795514454,2.323469827,0.470076613,1.865153,1.346736948,1.684053601,3.614046171,4.613200358,5.279271132,1.61849711
103571,1.720846233,5.038901238,4.691501381,5.247214499,2.57370197,5.772090717,5.258290704,5.372934337,3.064701897,5.575271405,3.728639267,1.660092213,1.551899041,1.497930428,13.62056192,1.156627711,0.588842362,4.494742341,2.52525029,3.992062615,0.799718333,2.314964079,0.467730968,1.872176731,1.333675214,1.647357724,3.636076697,4.557188051,5.35195721,1.751851852
103572,1.699913644,5.087064048,4.675360465,5.273845937,2.531065655,5.602498152,5.350851696,5.511135162,3.055385661,5.516794935,3.717237464,1.670477642,1.536453059,1.495699232,13.47120605,1.156249793,0.570126703,4.497787819,2.544005557,4.054676535,0.841915287,2.318225606,0.490242072,1.859878253,1.346232179,1.668705403,3.617152556,4.735901403,5.253976413,1.668874172
103573,1.712962963,5.134534488,4.683286808,5.282929829,2.541529201,5.727355717,5.248183338,5.372562575,3.100118084,5.538902965,3.733335769,1.699083503,1.53126734,1.513704782,13.71319614,1.150549181,0.574342153,4.502287752,2.550972674,4.013998757,0.815889932,2.321375054,0.49359395,1.854349625,1.347589952,1.65148448,3.584411517,4.70733578,5.229712989,1.566074951
103574,1.706478465,5.088650147,4.694871462,5.265676171,2.574983261,5.707256895,5.348251278,5.499413063,3.093684211,5.549879935,3.715013744,1.687103594,1.496116746,1.496594743,13.0944146,1.154219529,0.554240414,4.502837464,2.607660855,4.048700717,0.78579934,2.326554278,0.506553581,1.880917022,1.340218927,1.668421053,3.55828596,4.652942105,5.23733753,1.668067227
103575,1.702522523,5.05276425,4.642213942,5.263719879,2.60682986,5.815911978,5.334180667,5.505705422,3.042375887,5.588454878,3.694015694,1.659641728,1.545688691,1.547646627,13.64566187,1.175971843,0.577648296,4.504176294,2.495775921,4.018570458,0.684315936,2.317050835,0.456251249,1.878685961,1.327010889,1.666312057,3.569247065,4.654658396,5.334806129,1.640186916
103576,1.740639767,5.095325632,4.694871462,5.279503921,2.518995711,5.788227028,5.427287052,5.58569961,3.062853107,5.578043439,3.739199997,1.675096593,1.522144277,1.510663174,13.90666739,1.170315789,0.575584336,4.520749021,2.624757336,4.05650029,0.857788159,2.322212591,0.514444131,1.878179311,1.35142255,1.676730226,3.653628119,4.648059215,5.270769211,1.637096774
103577,1.736587983,5.046221596,4.669595853,5.245211094,2.582359581,5.610009552,5.278428074,5.385139579,3.112349611,5.545430003,3.703107926,1.699260042,1.628693978,1.571645438,13.32410146,1.179589406,0.574379876,4.478432831,2.530074599,3.94905498,0.945068889,2.312940281,0.531836921,1.899892511,1.360993658,1.684713376,3.6241327,4.568760584,5.137297081,1.754385965
103578,1.728972768,5.082545927,4.709948141,5.270843962,2.551555174,5.590837953,5.33585609,5.458476021,3.039140116,5.57885611,3.707905583,1.658904811,1.601647453,1.560996567,13.14749144,1.172630774,0.594169463,4.464071624,2.474920625,4.104197557,0.857675124,2.317982977,0.487341546,1.892140803,1.324700855,1.700496745,3.547690281,4.557061434,5.446488732,1.537878788
103579,1.701659822,5.146816324,4.633086639,5.30413941,2.505285243,5.652963955,5.393597386,5.563888743,3.130287648,5.586368425,3.70981377,1.675366769,1.56656515,1.553130873,13.07388024,1.148358357,0.580243307,4.490702715,2.564776063,3.989981324,0.777148176,2.311658572,0.488158739,1.86619165,1.352780621,1.649238579,3.56198746,4.705495173,5.167763999,1.588815789
